KEGG_CPD	KEGG_FORMULA	KEGG_EXACT_MASS
C19969	C10H16N5O13P3	506.9957
C19970	C10H14N5O7P	347.0631
C19971	C19H30N4O16P2	632.1132
C19972	C10H18N2O5	246.1216
C19973	C15H24	204.1878
C19974	C15H26O	222.1984
C19975	C29H42N7O18P3S	901.152
C20045	C27H33N3O7	511.2319
C20062	C29H42N7O18P3S	901.152
C20082	C13H22N2O8	334.1376
C20083	C22H34N5O15P	639.1789
C20119	C11H15N5O6SR4(C2H2NOR)n	
C20120	C26H39N5O6SR4(C2H2NOR)n	
C20121	C15H27O4P	302.1647
C20125	C12H8S	184.0347
C20143	C27H44O2	400.3341
C20144	C19H24O2	284.1776
C20145	C20H32	272.2504
C20146	C20H32O	288.2453
C20147	C20H32O	288.2453
C20148	C20H30O	286.2297
C20149	C20H30O2	302.2246
C20150	C20H32O	288.2453
C20151	C22H34O4	362.2457
C20152	C28H40O8	504.2723
C20153	C28H40O9	520.2672
C20154	C15H14O3	242.0943
C20155	C5H5N5O2	167.0443
C20156	C18H29N3O15P2	589.1074
C20158	C20H34O	290.261
C20159	C15H24	204.1878
C20161	C15H24	204.1878
C20162	C15H24	204.1878
C20163	C15H24	204.1878
C20172	C15H26O	222.1984
C20173	C15H24	204.1878
C20174	C15H24	204.1878
C20175	C15H24	204.1878
C20176	C10H15N5O11P2	443.0243
C20177	C15H24	204.1878
C20178	C15H24	204.1878
C20179	C15H24	204.1878
C20180	C15H24	204.1878
C20181	C15H26O	222.1984
C20182	C15H24	204.1878
C20183	C11H18N5O11P2	458.0478
C20184	C15H26O	222.1984
C20185	C20H32	272.2504
C20186	C18H32O4	312.2301
C20187	C30H50O	426.3862
C20188	C30H50O	426.3862
C20189	C30H50O	426.3862
C20190	C20H30N10O25P6	995.9809
C20191	C30H50O	426.3862
C20192	C30H50O	426.3862
C20193	C30H50O	426.3862
C20194	C30H50O	426.3862
C20195	C30H50O	426.3862
C20198	C10H18N5O19P5	666.9284
C20199	C13H18O4	238.1205
C20200	C30H50O	426.3862
C20201	C18H22O4	302.1518
C20208	C20H30O2	302.2246
C20221	C10H16O2	168.115
C20222	C10H16O2	168.115
C20223	C10H16O2	168.115
C20224	C11H11O4R	
C20225	C12H14O4	222.0892
C20226	C14H10O2	210.0681
C20227	C14H12O2	212.0837
C20228	C14H12O2	212.0837
C20229	C15H24O	220.1827
C20230	C10H16	136.1252
C20231	C4H6N2O4	146.0328
C20232	C5H8N2O4	160.0484
C20233	C15H24N2O2	264.1838
C20234	C7H13N3O3	187.0957
C20235	C11H22O7P2	328.0841
C20236	C12H22O11	342.1162
C20237	C12H23O14P	422.0825
C20238	C26H42N7O19P3S	881.1469
C20239	C7H9N5O3	211.0705
C20240	C6H8O3	128.0473
C20241	C10H16	136.1252
C20242	C10H16	136.1252
C20243	C11H20O	168.1514
C20244	C10H16	136.1252
C20245	C17H28N3O20P3	687.0479
C20246	C7H10NO6PS	266.9966
C20247	C7H10NO6PS	266.9966
C20248	C7H6N4O3	194.044
C20249	C3H5NO3	103.0269
C20250	C4H7NO3	117.0426
C20251	C6H10O6	178.0477
C20252	C19H26O2	286.1933
C20253	C3H5NO2	87.032
C20254	C4H6N2O3	130.0378
C20258	C7H9NO5	187.0481
C20260	C10H16O	152.1201
C20261	C10H18O	154.1358
C20262	C15H22O	218.1671
C20263	C9H13N5O3	239.1018
C20264	C9H15N5O3	241.1175
C20265	C16H16O3(C5H8)n	
C20267	C6H10N4	138.0905
C20270	C20H38O8P2	468.2042
C20271	C10H14O3	182.0943
C20272	C15H24	204.1878
C20273	C15H24	204.1878
C20274	C15H24	204.1878
C20275	C15H24	204.1878
C20276	C35H56	476.4382
C20277	C6H14N2O2	146.1055
C20292	C4H12N	74.097
C20297	C22H25NO7	415.1631
C20299	C22H25NO7	415.1631
C20303	C2H3ClO	77.9872
C20307	C15H24O	220.1827
C20308	C15H22O	218.1671
C20309	C15H22O2	234.162
C20310	C6H13NO3	147.0895
C20311	C6H13NO4	163.0845
C20312	C5H11NO	101.0841
C20313	C5H11NO3	133.0739
C20314	C5H11NO4	149.0688
C20315	C4H9NO	87.0684
C20320	C10H14O2	166.0994
C20321	C31H48N7O19P3S	947.1939
C20322	C10H16O2	168.115
C20323	C10H16O2	168.115
C20324	C10H16O3	184.1099
C20325	C15H24O	220.1827
C20326	C10H18O2	170.1307
C20328	C8H15NO6	221.0899
C20329	C20H32O2	304.2402
C20330	C6H14N4O3	190.1066
C20333	C14H22N2O10	378.1274
C20345	C5H11O4P	166.0395
C20350	C12H25N3O7	323.1693
C20351	C12H22N2O8	322.1376
C20352	C55H92O11P2	990.6115
C20353	C12H24N2O8	324.1533
C20354	C12H22O10	326.1213
C20357	C19H30N4O16P2	632.1132
C20359	C17H26N4O17P2	620.0768
C20361	C10H14N2O	178.1106
C20366	C7H4O5	168.0059
C20367	C7H5NO7	215.0066
C20368	C55H91O8P	910.6452
C20369	C55H89O8P	908.6295
C20370	C55H91O8P	910.6452
C20371	C10H15NO3	197.1052
C20372	C6H7O4SR	
C20373	C6H9O4SR	
C20374	C6H7O3SR	
C20375	C6H9O3SR	
C20376	C8H11O4SR	
C20377	C8H13O4SR	
C20378	C8H11O3SR	
C20379	C16H18N2O	254.1419
C20380	C17H20O6	320.126
C20381	C10H8N2O6	252.0382
C20382	C3H4N2O	84.0324
C20383	C23H28O12	496.1581
C20390	C58H97NO12P2	1061.6486
C20394	C28H40N7O18P3S	887.1363
C20395	C17H23N3O18P2	619.0452
C20396	CH5O3P	95.9976
C20397	C15H18O5	278.1154
C20398	C15H18O4	262.1205
C20399	C15H20O4	264.1362
C20400	C15H20O3	248.1412
C20402	C15H20O4	264.1362
C20403	C15H22O3	250.1569
C20404	C15H22O2	234.162
C20405	C15H22O3	250.1569
C20406	C22H32O4	360.2301
C20407	C15H16O5	276.0998
C20408	C16H20N2	240.1626
C20409	C16H19N2	239.1548
C20410	C17H22N2O2	286.1681
C20411	C31H52	424.4069
C20412	C32H54	438.4226
C20413	C33H52N7O20P3S	991.2201
C20414	C9H6O3	162.0317
C20415	C18H29N3O15P2	589.1074
C20416	C64H107NO16P2	1207.7065
C20417	C12H16O4	224.1049
C20418	C13H22N2O8	334.1376
C20419	C22H34N5O15P	639.1789
C20420	C55H91O4P	846.6655
C20421	C65H108N2O11P2	1154.7428
C20422	C6H16O16P4	467.9389
C20423	C6H14O10P2	308.0062
C20424	C10H18N2O5	246.1216
C20427	C73H121N3O16P2	1357.8222
C20430	C18H20O3	284.1412
C20431	C18H20O4	300.1362
C20432	C30H50	410.3913
C20433	C31H52	424.4069
C20434	C31H52	424.4069
C20435	C32H54	438.4226
C20436	C18H22N2O2	298.1681
C20437	C16H20N2O	256.1576
C20438	C23H30N2O2	366.2307
C20440	C5H10O10P2	291.9749
C20444	C17H12O6	312.0634
C20445	C18H14O6	326.079
C20446	C12H18N5O8P(C5H8O6PR)n(C5H8O6PR)n	
C20449	C6H4O4	140.011
C20450	C6H4O5	156.0059
C20451	C10H13N4O8P(C5H8O6PR)n(C5H8O6PR)n	
C20452	C20H18O7	370.1053
C20453	C20H20O6	356.126
C20454	C20H24O6	360.1573
C20455	C20H22O6	358.1416
C20456	C20H26O6	362.1729
C20457	C16H17N2	237.1392
C20458	C10H13N4O8P(C5H8O6PR)n(C5H8O6PR)n	
C20459	C10H14N5O7P(C5H8O6PR)n(C5H8O6PR)n	
C20460	C41H45O22	889.2402
C20461	C30H25O12R2	
C20462	C10H8O4	192.0423
C20463	C10H12N4O3	236.0909
C20464	C9H10O	134.0732
C20465	C11H12O3	192.0786
C20466	C46H78NO8P	803.5465
C20467	C26H27O14R2	
C20468	C26H29O15	581.1506
C20469	C27H31O16	611.1612
C20470	C14H18O9	330.0951
C20471	C27H29O15R2	
C20472	C36H35O16R2	
C20473	C42H45O21R2	
C20474	C32H37O19R2	
C20475	C35H58O	494.4488
C20476	C15H24	204.1878
C20477	C15H24	204.1878
C20478	C15H24	204.1878
C20479	C15H26O	222.1984
C20480	C15H24	204.1878
C20481	C20H34O	290.261
C20482	C21H31N7O15P2	683.1353
C20483	C21H32N7O18P3	763.1017
C20484	C40H56	536.4382
C20485	C5H6O6	162.0164
C20486	C15H24	204.1878
C20487	C9H11NO2	165.079
C20488	C9H11NO2	165.079
C20489	C26H29O14	565.1557
C20490	C26H29O15	581.1506
C20491	C26H29O16	597.1456
C20492	C32H39O19	727.2086
C20493	C32H39O20	743.2035
C20494	C32H39O21	759.1984
C20495	C27H31O15	595.1663
C20496	C27H31O17	627.1561
C20497	C71H116N2O18P2	1346.7698
C20498	C79H129N3O22P2	1533.8543
C20499	C20H20O7	372.1209
C20500	C20H20O8	388.1158
C20501	C20H20O8	388.1158
C20502	C20H18O8	386.1002
C20503	C20H16O8	384.0845
C20504	C20H18O8	386.1002
C20505	C20H16O9	400.0794
C20506	C20H18O9	402.0951
C20507	C18H14O8	358.0689
C20508	C18H16O8	360.0845
C20509	C18H34N4O11	482.2224
C20510	C30H48O3	456.3603
C20511	C30H46O3	454.3447
C20512	C21H25N3O2	351.1947
C20513	C21H25N3O3	367.1896
C20514	C12H22N2O2	226.1681
C20515	C12H20N2O4	256.1423
C20516	C18H18N2O4	326.1267
C20517	C18H16N2O4	324.111
C20518	C43H89O6P	732.6397
C20519	C15H20N2O2	260.1525
C20520	C15H16N2O2	256.1212
C20521	C15H18N2O2	258.1368
C20522	C6H8N2O2	140.0586
C20559	C11H16NO7P	305.0664
C20560	C8H21N5	187.1797
C20562	C18H23N6O8P	482.1315
C20563	C16H17N3O2	283.1321
C20564	C32H41N3O7	579.2945
C20565	C20H24N10O12P2	658.105
C20566	C9H14N5O7P	335.0631
C20567	C9H12N5O6P	317.0525
C20568	C10H18O9	282.0951
C20569	C5H10O5	150.0528
C20574	C20H16O7	368.0896
C20575	C18H12O7	340.0583
C20576	C15H26O	222.1984
C20577	C11H18O8	278.1002
C20578	C5H6O2	98.0368
C20579	C17H16N2O2	280.1212
C20580	C14H26N7O7P(C5H8O6PR)n(C5H8O6PR)n	
C20581	C8H10O6	202.0477
C20582	C9H12O6	216.0634
C20589	C6H14NO9P	275.0406
C20602	C6H12N4O2	172.096
C20603	C6H12N4O3	188.0909
C20604	C22H25N3O3	379.1896
C20605	C22H25N3O5	411.1794
C20607	C22H27N3O3	381.2052
C20608	C3H5ClO2	107.9978
C20609	C3H3ClO2	105.9822
C20612	C16H23N5O14P2	571.0717
C20613	C16H25N5O14P2	573.0873
C20614	C18H35N3O12	485.2221
C20616		
C20617	C69H115NO17P2	1291.764
C20618	C69H115NO17P2	1291.764
C20619	C69H115NO17P2	1291.764
C20620	C63H105NO12P2	1129.7112
C20621	C71H118N2O17P2	1332.7906
C20622	C77H128N2O22P2	1494.8434
C20623	C39H68O2S2	632.4661
C20624	C39H66O2S2	630.4504
C20625	C83H138N2O26P2	1640.9013
C20626	C89H148N2O31P2	1802.9541
C20627	C52H101N3O13P2	1037.681
C20628	C46H94NO8P	819.6717
C20629	C21H19NO6	381.1212
C20630	C27H33N3O5	479.242
C20631	C4H8N2O4	148.0484
C20632	C20H26O4	330.1831
C20633	C20H26O5	346.178
C20634	C8H9NO2	151.0633
C20635	C11H11NO2	189.079
C20636	C21H25N3O2	351.1947
C20638	C16H26N6O14P2	588.0982
C20639	C4H9N3O4	163.0593
C20640	C20H24N10O13P2	674.1
C20641	C15H21N6O11P	492.1006
C20642	C49H100O14P2	974.6588
C20643	C16H21NO	243.1623
C20644	C7H14NO9P	287.0406
C20645	C8H8O2	136.0524
C20646	C10H10O3	178.063
C20647	C11H16N5O7P(C5H8O6PR)n(C5H8O6PR)n	
C20648	C10H14N5O7P(C5H8O6PR)n(C5H8O6PR)n	
C20649	C18H25N6O10P(C5H8O6PR)n(C5H8O6PR)n	
C20650	C31H28MgN4O6(R1)(R2)	
C20651	C4H9N3O4	163.0593
C20652	C17H23N6O10P(C5H8O6PR)n(C5H8O6PR)n	
C20655		
C20656	C15H21N6O8P	444.1158
C20658	C17H25N5O15P2	601.0822
C20659	C19H27N6O10P(C5H8O6PR)n(C5H8O6PR)n	
C20660	C21H29N6O12P(C5H8O6PR)n(C5H8O6PR)n	
C20661	C18H25N6O11P(C5H8O6PR)n(C5H8O6PR)n	
C20663	C7H8N4O2R2	
C20664	C10H20O7P2	314.0684
C20666	C33H34N4O7	598.2427
C20667	C33H34N4O7	598.2427
C20668	C6H11O9P	258.0141
C20669	C6H6ClNO	143.0138
C20670	C6H6ClNO3	175.0036
C20672	C18H28N6O15P2	630.1088
C20673	C9H15NO3	185.1052
C20674	C11H16N5O5	298.1151
C20675	C24H39N7O17P3SR	
C20676	C24H37N7O17P3SR	
C20677	C13H13NO4	247.0845
C20678	C45H74O17	886.4926
C20679	WH2O4	249.9462
C20680	C6H10O6	178.0477
C20681	C20H34O	290.261
C20682	C16H26N2O15P2	548.0808
C20683	C3H4OSR2	
C20684	C11H15N6O8P	390.0689
C20685	C9H8Cl2O3	233.9851
C20686	C10H11ClO3	214.0397
C20687	C9H8Cl2O3	233.9851
C20688	C11H16N5O8P(C5H8O6PR)n(C5H8O6PR)n	
C20689	C29H33NO10	555.2104
C20690	C6H20O30P8	819.794
C20691	C13H16N5O8P(C5H8O6PR)n(C5H8O6PR)n	
C20692	C27H36O	376.2766
C20693	C19H26O3	302.1882
C20694	C8H10O2	138.0681
C20695	C27H36O	376.2766
C20696	C18H26O	258.1984
C20697	C9H10O2	150.0681
C20699	C19H37N5O12	527.2439
C20700	C16H26	218.2035
C20701	C4H6O	70.0419
C20702	C18H34O4	314.2457
C20703	C18H32O4	312.2301
C20704	C18H30O4	310.2144
C20705	C20H33NO15	527.185
C20706	C10H17NO7	263.1005
C20707	C51H82O23	1062.5247
C20709	C33H52O8	576.3662
C20710	C7H8O4	156.0423
C20711	C20H32	272.2504
C20712	C20H25NO4	343.1784
C20713	C54H92O23	1108.6029
C20714	C10H18O3	186.1256
C20715	C30H52O3	460.3916
C20716	C30H52O4	476.3866
C20717	C6H8O3	128.0473
C20718	C6H6O3	126.0317
C20719	C53H52Cl2N8O17	1142.2827
C20720	C59H62Cl2N8O22	1304.3356
C20721	C66H75Cl2N9O24	1447.4302
C20722	C11H18N2O8R2	
C20723	C19H31N3O13R2	
C20724	C15H24	204.1878
C20725	C48H82O18	946.5501
C20726	C11H15O8P	306.0505
C20727	C20H18O10	418.09
C20729	C7H12N3O4SR	
C20730	C22H27N6O11PR2	
C20732	C17H29N2O12SR	
C20734	C27H44N4O18R2	
C20735	C4H5NO3R2	
C20737	C27H40O2	396.3028
C20738	C28H42O2	410.3185
C20739	C28H47NO8	525.3302
C20740	C28H47NO9	541.3251
C20741	C25H43NO8	485.2989
C20742	C15H22N5O16P3	621.0274
C20743	C9H15N3O3R2	
C20744	C21H29N7O14P2	665.1248
C20745	C21H30N7O17P3	745.0911
C20746	C26H42N7O20P3S	897.1418
C20747	C25H40N7O20P3S	883.1262
C20748	C28H48N8O17P3S	893.2071
C20749	C28H50N8O17P3S	895.2227
C20750	C28H50N8O18P3S	911.2177
C20751	C15H21N6O11P(C5H8O6PR)n(C5H8O6PR)n	
C20752	C16H23N6O11PS(C5H8O6PR)n(C5H8O6PR)n	
C20753	C16H24N5O7PS(C5H8O6PR)n(C5H8O6PR)n	
C20754	C15H21N6O11PS(C5H8O6PR)n(C5H8O6PR)n	
C20755	C15H22N5O7PS(C5H8O6PR)n(C5H8O6PR)n	
C20756	C5H6N2O4R2	
C20757	C5H6N2O4SR2	
C20758	C6H8N2O4SR2	
C20759	C58H44Cl3N7O18	1231.1808
C20760	C31H51NO9	581.3564
C20761	C93H155NO37P2(C24H40O20)n	
C20762	C93H156NO40P3(C24H40O20)n	
C20763	C94H158NO40P3(C24H40O20)n	
C20764	C20H41O4P	376.2742
C20765	C18H31N3O13P2	559.1332
C20766	C18H31N3O14P2	575.1281
C20767	C18H29N3O14P2	573.1125
C20768	C17H27N3O16P2	591.0867
C20770	C21H25NO4	355.1784
C20771	C20H23NO4	341.1627
C20772	C10H8O5	208.0372
C20773	C19H19N5O6	413.1335
C20774	C17H27N3O16P2	591.0867
C20775	C11H15NO10	321.0696
C20776	C16H23N3O11	433.1333
C20778	C42H72O13	784.4973
C20779	C42H72O13	784.4973
C20780	C36H62O9	638.4394
C20781	C6H8O5	160.0372
C20782	C8H8O	120.0575
C20783	C3H8	44.0626
C20784	C17H22N6O12P2S	596.0492
C20787	C32H48O8	560.3349
C20788	C8H16N2O4S2	268.0551
C20789	C10H14O4	198.0892
C20790	C11H16O4	212.1049
C20791	CH3SR	
C20796	C12H18N5O7P(C5H8O6PR)n(C5H8O6PR)n	
C20797	C3H8O5S	156.0092
C20798	C3H6O5S	153.9936
C20799	C18H15N3O7S	417.0631
C20800	C10H13NO3	195.0895
C20801	C10H13NO4	211.0845
C20802	C6H13NO3	147.0895
C20803	C12H10O2	186.0681
C20804	C15H24	204.1878
C20805	C12H10O3	202.063
C20806	C31H46O3	466.3447
C20807	C9H11NO3	181.0739
C20808	C5H9N	83.0735
C20809	C5H11N	85.0891
C20810	C9H9ClNO2SR	
C20811	C15H24	204.1878
C20825	C10H16O12SR2	
C20829	C6H12O8S	244.0253
C20830	C6H12O8S	244.0253
C20831	C6H13O11PS	323.9916
C20832		
C20833		
C20834	C20H34O	290.261
C20835	C6H12O5	164.0685
C20836	C6H12O5	164.0685
C20837		
C20838	C34H52N7O19P3S	987.2252
C20839	C27H42O3	414.3134
C20840	C48H76N7O18P3S	1163.418
C20841	C13H12O4	232.0736
C20842	C34H46N7O19P3S	981.1782
C20843	C11H14N2O3	222.1004
C20844	C6H11NO5	177.0637
C20845	C6H11NO5	177.0637
C20846	C5H8N2O4	160.0484
C20847	C6H13O7P	228.0399
C20848	C6H14O10P2	308.0062
C20849	C17H25N3O17P2	605.0659
C20850	C5H12N2O3	148.0848
C20851	C19H32O4	324.2301
C20852	C19H32O5	340.225
C20853	C19H30O4	322.2144
C20854	C19H30O5	338.2093
C20855	C22H32O3	344.2351
C20856	C12H10O3	202.063
C20857	C12H10O4	218.0579
C20858	C7H11N3O3R2	
C20859	C10H16O9R2	
C20860	C23H36O20R2	
C20861	C12H22O11	342.1162
C20862	C28H46N5O29P5R2(R1)(C5H8O6PR)n	
C20863	C10H18O13P2R(R1)(C5H8O6PR)n	
C20864	C10H20O19P4R(R1)(C5H8O6PR)n	
C20870	C25H42N7O17P3S2	869.1291
C20871	C15H10O3	238.063
C20872	C16H12O3	252.0786
C20876	C24H39N7O17P3SR	
C20877	C24H37N7O18P3SR	
C20878	C24H39N7O18P3SR	
C20879	C24H37N7O17P3SR	
C20887	C14H25NO11	383.1428
C20888	C12H22O12	358.1111
C20889	C6H8O7	192.027
C20890	C6H8O7	192.027
C20891	C3H3NO2	85.0164
C20892	C6H8N2O4	172.0484
C20893	C6H8N2O4	172.0484
C20894	C30H40O2	432.3028
C20895	C10H13NO2	179.0946
C20896	C6H8O7	192.027
C20897	C20H33O20PR2	
C20899	C6H4O3	124.016
C20900	C6H6O4	142.0266
C20901	C6H6O5	158.0215
C20902	C6H10O5	162.0528
C20903	C6H10O6	178.0477
C20904	C3H5NO2	87.032
C20905	C4H7NO2	101.0477
C20907	(C14H21NO17S2)n	
C20908	(C14H21NO14S)n	
C20909	(C14H21NO17S2)n	
C20922	C20H32	272.2504
C20923	C20H34O	290.261
C20924	C20H34O	290.261
C20925	C15H26N4O8	390.1751
C20926	C13H18N2O4	266.1267
C20933	C100H182N2O38P2	2081.1846
C20934	C9H16O9	268.0794
C20935	H4O7P2(C10H12N5O6P)n	
C20936	C30H40N15O25P5	1165.1008
C20937	NHO	31.0058
C20938	C12H10N2O6S2	341.998
C20939	C9H8ClN5O3S	301.0036
C20940	C9H15NO4	201.1001
C20941	C9H13NO4	199.0845
C20942	C12H18N2O5	270.1216
C20943	C10H16O	152.1201
C20944	C10H14O	150.1045
C20945	C30H50O2	442.3811
C20946	C30H48O2	440.3654
C20947	C41H72N7O17P3S	1059.3918
C20953	C9H10O4	182.0579
C20954	C6H7O6P	205.998
C20955	C25H40N7O17P3S2	867.1135
C20956	C7H15O10P	290.0403
C20957	C8H14N2O5	218.0903
C20958	C8H14N2O5	218.0903
C20959	C5H9O7P	212.0086
C20960	C5H9O7P	212.0086
C20961	C7H10N2O5	202.059
C20962	C12H20N4O5	300.1434
C20963	C13H22N4O5	314.159
C20964	C13H22N4O5	314.159
C20965	C12H20N4O6	316.1383
C20966	C7H11N3O4	201.075
C20967	C7H11N3O5	217.0699
C20968	C25H42N7O18P3S2	885.1241
C20969	CH3O6P	141.9667
C20974	C28H28O15	604.1428
C20975	C29H30O15	618.1585
C20976	C30H32O15	632.1741
C20977	C31H34O15	646.1898
C20980	C13H12O3	216.0786
C20981	C13H10N2O2	226.0742
C20982	C18H18N2O2	294.1368
C20983	C14H19NO3	249.1365
C20984	C20H22O5	342.1467
C20985	C12H22O14S	422.073
C20986	C5H12O11P2	309.9855
C20987	C24H40N7O19P3S2	887.1033
C20988	H2O(C6H11NO)n	
C20990	(C6H11NO)n	
C20991	C17H26O15R2	
C20992	C17H28O3	280.2038
C20993	C9H14N4O5S	290.0685
C20994	C12H21N4O5S	333.1233
C20995	C17H28N5O8S	462.1659
C20996	C37H64N7O17P3S	1003.3292
C20997	C37H64N7O17P3S	1003.3292
C20998	C37H64N7O17P3S	1003.3292
C20999	C37H62N7O17P3S	1001.3136
C21000	C37H62N7O17P3S	1001.3136
C21001	C12H10O5	234.0528
C21002	C22H26O5	370.178
C21003	C22H26O5	370.178
C21004	C9H24N4	188.2001
C21005	C39H68N7O18P3S	1047.3554
C21006	C39H66N7O18P3S	1045.3398
C21007	C9H15N5O4	257.1124
C21008	C9H13N5O4	255.0968
C21009	C10H26N4	202.2157
C21010	C13H34N5	260.2814
C21015	C9H16N2O5	232.1059
C21016	C11H19N3O6	289.1274
C21017	C15H25N4O8P2S	483.0868
C21018	C11H20NO2S2R	
C21019	C27H52NO9PR	
C21020	C20H40NO5R	
C21021	C20H40NO4R	
C21022	C19H34NO3R	
C21023	C19H32NO3R	
C21024	C19H36NO4R	
C21025	C19H36NO4R	
C21026	C6H12N4O2	172.096
C21027	C11H20NO11P	373.0774
C21028	C5H8N2O2	128.0586
C21029	C5H10N2O3	146.0691
C21030	C4H6O3	102.0317
C21031	C10H16N3O8P(C5H8O5PR)n(C5H8O5PR)n	
C21064	C6H10O8S	242.0096
C21065	C6H7N5O2	181.06
C21068	C6H10NO5P	207.0297
C21069	C6H11NO8P2	286.996
C21070	C19H25N3O5	375.1794
C21072	C37H64N7O17P3S	1003.3292
C21075	C10H12N2O	176.095
C21076	C27H42O3	414.3134
C21078	C12H14O2	190.0994
C21079	C9H10N2O6	242.0539
C21080	C12H24O3	216.1725
C21081	C28H40N7O19P3S	903.1313
C21082	C41H68N7O17P3S	1055.3605
C21083	C41H66N7O17P3S	1053.3449
C21084	C30H46O2	438.3498
C21085	C9H10O4	182.0579
C21088	C6H10O8	210.0376
C21089	C27H46N7O18P3S	881.1833
C21090	C27H44N7O17P3S	863.1727
C21091	C6H8O7	192.027
C21092	C6H13NO2	131.0946
C21094	C9H16N5O13P3	494.9957
C21095	C6H8O7	192.027
C21096	C6H13NO2	131.0946
C21097	HSR	
C21098	C6H12NOSR	
C21099	C8H16N5O3R	
C21100	C12H31N5	245.2579
C21101	C7H14N5O5PR2	
C21102	C10H12N4O4	252.0859
C21106	C28H48O	400.3705
C21107	C11H15O8P	306.0505
C21108	C19H31O3SR	
C21113	C11H17N2O8P	336.0723
C21114	C16H29OSR	
C21115	C16H29OSR	
C21116	C30H50O	426.3862
C21129	C5H9OSR	
C21130	C24H38O6	422.2668
C21131	C21H15N3O2	341.1164
C21132	C21H15N3O3	357.1113
C21134	C21H15N3O3	357.1113
C21135	C21H15N3O4	373.1063
C21138	C8H14O	126.1045
C21139	C10H18O2	170.1307
C21140	C25H33NO2	379.2511
C21141	C25H33NO3	395.246
C21142	C25H35NO3	397.2617
C21143	C43H58N4O13	838.4
C21144	C8H10N4O4	226.0702
C21145	C31H34N2O5	514.2468
C21146	C31H34N2O6	530.2417
C21147	C25H18N4O2	406.143
C21148	C25H18N4O3	422.1379
C21149	C12H8OS	200.0296
C21150	C12H8O2S	216.0245
C21151	C15H24N5O4R2	
C21152	C16H29N2O14P	504.1356
C21153	C72H101CoN18O20P2	1658.6247
C21155	C8H7NO3	165.0426
C21156	C25H44NO21P	725.2143
C21157	C110H203N2O42P3	2317.3023
C21158	C5H11O10P2R	
C21159	C7H6N2O5	198.0277
C21160	C14H26N4O6	346.1852
C21161	C16H19N3O6	349.1274
C21162	C15H17N3O6	335.1117
C21163	C15H17N3O6	335.1117
C21164	C14H15N3O6	321.0961
C21165	C20H36NO3R	
C21166	C8H8O2	136.0524
C21167	C8H8O3	152.0473
C21169	C25H31N3O4	437.2315
C21170	C29H39N3O8	557.2737
C21171	C20H34N2O4R2	
C21172	C4H6N2O3R2	
C21173	C112H208N3O42P3	2360.3445
C21174	C86H160N3O40P3	1967.9791
C21175	C30H44N7O19P3S	931.1626
C21177	C5H8NO4R	
C21178	C12H19N4O5R3	
C21179	C5H9N2O3R	
C21180	C6H10O8S	242.0096
C21181	C3H6O5S	153.9936
C21182	C6H12O9S	260.0202
C21183	C21H22O6	370.1416
C21184	C21H22O7	386.1366
C21185	C21H20O8	400.1158
C21186	C11H18O9	294.0951
C21187	C5H6O3	114.0317
C21188	C9H17N5O2R2	
C21189	C9H17N5O2R2	
C21190	C8H15N5O2R2	
C21191	C20H20O6	356.126
C21192	C35H36N4O6	608.2635
C21193	C94H177N2O25P2R	
C21194	C110H207N2O26P2R	
C21203	C10H19O4P	234.1021
C21206	C7H14O11P2	336.0011
C21207	C12H22O17P3R	
C21209	C7H13O8P	256.0348
C21210	C12H21O14P2R	
C21211	C13H24NO11P	401.1087
C21212	C20H39O4P(C5H8)n	
C21213	C38H66N3O15P(C5H8)n	
C21214	C5H11O4P	166.0395
C21215	C22H31N4O9P	526.1829
C21216	C7H16NO7P	257.0664
C21217	C55H68MgN4O6	904.4989
C21218	C7H13O8P	256.0348
C21219	C14H26NO11P	415.1243
C21240	C19H38N5O10P(R1)(R2)	
C21250	C7H8O6	188.0321
C21251	C18H33N3O12	483.2064
C21252	C18H34N4O11	482.2224
C21253	C18H35N3O12	485.2221
C21254	C18H36N4O11	484.2381
C21281	C7H10O5	174.0528
C21282	C7H12O6	192.0634
C21283	C11H9NO2	187.0633
C21284	C36H36FeN4O8	708.1883
C21285	C4H9O7P	200.0086
C21287	C25H42N7O18P3S	853.152
C21288	C12H13NO3	219.0895
C21289	C12H11NO3	217.0739
C21290	C4H10O2	90.0681
C21291	C4H8O2	88.0524
C21293	C20H35NO14	513.2058
C21294	C4H11O7P	202.0242
C21295	C14H11N2O2	239.0821
C21296	C19H28O3	304.2038
C21297	C4H8O3	104.0473
C21298	C7H6O4	154.0266
C21299	CH3N(R1)(R2)	
C21300	NH2R	
C21303	C27H44O2	400.3341
C21304	C27H42O2	398.3185
C21305	C27H42O2	398.3185
C21308	C9H11NO3	181.0739
C21310	C10H16N5O14P3	522.9907
C21329	C8H5NO	131.0371
C21330	C25H33NO2	379.2511
C21331	C25H33NO3	395.246
C21332	C8H12O8	236.0532
C21333	C8H15NO7	237.0849
C21334	C17H27N4O14P	542.1261
C21335	H2O(C6H10O5)n	
C21336	C12H22O11	342.1162
C21366	C27H45N4O21PR2	
C21367	C7H13O8P	256.0348
C21368	C17H25N5O15P2	601.0822
C21369	C4H11NO	89.0841
C21370	C19H19NO4	325.1314
C21371	C7H12O5	176.0685
C21372	C5H9O7P	212.0086
C21373	C5H8O	84.0575
C21374	C15H25N3O7S	391.1413
